Season,Name,Nationality,Type,team,price,Unnamed: 0,Players,Base Price,TYPE,COST IN ₹ (CR.),Cost IN $ (000),2023 Squad,year,Team,Base,Sold
,,,BOWL,,0.0,,Daryn Dupavillon,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Matthew Forde,,,,,,2025.0,-,1.25,TBA
,,,AR,,0.0,,Patrick Kruger,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Lahiru Kumara,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Michael Neser,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Richard Ngarava,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Wayne Parnell,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Keemo Paul,,,,,,2025.0,-,1.25,TBA
,,,AR,,0.0,,Odean Smith,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Andrew Tye,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Ajay Ahlawat,,,,,,2025.0,-,0.40,TBA
,,,AR,,0.0,,Corbin Bosch,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Mayank Gusain,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Mukhtar Hussain,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Girinath Reddy,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Jalaj Saxena,,,,,,2025.0,-,0.40,TBA
,,,AR,,0.0,,Yajas Sharma,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sanjay Yadav,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Vishal Godara,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Eshan Malinga,,,,,,2025.0,SRH,0.30,1.20
,,,BOWL,,0.0,,Samarth Nagaraj,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Abhishek Saini,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Dumindu Sewmina,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Pradyuman Singh,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Vasu Vats,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Umang Kumar,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Mohamed Ali,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Atharva Ankolekar,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Vaisakh Chandran,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Auqib Nabi,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Rohit Rayudu,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Uday Saharan,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Ayush Vartak,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Baba Aparajith,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sumit Beniwal,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Nishunk Birla,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Digvijay Deshmukh,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Lakshay Jain,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Duan Jansen,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Kritagya Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,P Vignesh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sabhay Chadha,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Benny Howell,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Hemanth Kumar,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Rohan Rana,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Bharat Sharma,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Pratham Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Tripurana Vijay,,,,,,2025.0,DC,0.30,0.30
,,,AR,,0.0,,Ravi Kumar Yadav,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Arjun Azad,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Abhay Choudhary,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Gaurav Gambhir,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Shubham Garhwal,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Tejasvi Jaiswal,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sairaj Patil,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Madhav Tiwari,,,,,,2025.0,DC,0.30,0.40
,,,AR,,0.0,,Kamal Tripathi,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Prashant Chauhan,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Yash Dabas,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Dhruv Kaushik,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Khrievitso Kense,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Akash Parkar,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Vignesh Puthur,,,,,,2025.0,MI,0.30,0.30
,,,AR,,0.0,,Tripuresh Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Vijay Yadav,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Jofra Archer,,,,,,2025.0,RR,2.00,12.50
,,,BOWL,,0.0,,Saurabh Netravalkar,,,,,,2025.0,-,0.30,TBA
,,,WK,,0.0,,Hardik Tamore,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Daryl Mitchell,,,,,,2025.0,-,2.00,Unsold
